document_id,content
Hollow_Man.txt,"Funny, huh? I've become a literal"
Honeydripper.txt,MUSIC CONTINUES. We TRACK toward the barracks-like housing
Horrible_Bosses.txt,hired him to help me frame you.
"Horse_Whisperer,_The.txt","Annie and Robert stand facing each other, when the PHONE RINGS."
"Hospital,_The.txt",so afraid of leaving here? Your
Hostage.txt,making it worse.
Hotel_Rwanda.txt,"Simon hands him the bugs. Roger lifts the lid, drops one bug in, and"
Hot_Tub_Time_Machine.txt,from Lily. You know.
House_of_1000_Corpses.txt,Grampa is in his late 80's.
How_to_Train_Your_Dragon.txt,underfoot TREMBLES. The ships rock. Their sails fill with a
How_to_Train_Your_Dragon_2.txt,"Oh, where are my manners? I'm Eret."
Hudson_Hawk.txt,Fixture.  Hawk then Tarzans from one staircase to
"Hudsucker_Proxy,_The.txt",No! Single stitch is fine.
Human_Nature.txt,"Lila and Nathan eat. Lila is in her new, very feminine make-"
"Hunt_for_Red_October,_The.txt","""A RESTORATION OF DISCIPLINE."""
"Hurt_Locker,_The.txt","If you keep walking we will shoot you."""
I'll_Do_Anything.txt,the mood for action-adventure right...
"I,_Robot.txt",They're talking to each other!
"Ice_Storm,_The.txt","Hey, hang on there, Mr. Hood --"
"Ides_of_March,_The.txt",I'll take that. That's all.
"Imaginarium_of_Doctor_Parnassus,_The.txt",DR. PARNASSUS
Inception.txt,"then, looking her in the eye, TRACES the solution. She is"
Independence_Day.txt,Constance is just finishing a call on her cellular phone.
Indiana_Jones_and_the_Last_Crusade.txt,are) SCREAM past on either side.
Indiana_Jones_and_the_Raiders_of_the_Lost_Ark.txt,We'll go down that side. Shoot anyone
Indiana_Jones_and_the_Temple_of_Doom.txt,as it a taboo has been broken.  Chattar Lal glares at Indiana.
Indiana_Jones_IV.txt,rhino EXPLODES. A cloud of dust ERUPTS.
"Informant,_The.txt",WHITACRE (V.0.)
Inglourious_Basterds.txt,you. Should Mademoiselle Mimieux
Initiation.txt,Simon looks towards the front. The van is built such that a
"Insider,_The.txt",was a mistake...
Insidious.txt,DR. TRIMBLE
Insomnia.txt,EXT. CHEROKEE - CONTINUOUS
Interstellar.txt,We'll never make it far enough down.
Interview_with_the_Vampire.txt,Is my very nature that of a devil?
Intolerable_Cruelty.txt,EXT. MASSEY HOUSE - DAY
Into_the_Wild.txt,CHRIS (V.O.)(O.C.)
Into_the_Woods.txt,everything.
Inventing_the_Abbotts.txt,He tries to kiss her again but she twists her head away.
"Invention_of_Lying,_The.txt",wearing clothes? How can you people
Invictus.txt,MR. PIENAAR
In_the_Bedroom.txt,whiskey than we've ever drunk. Just pray
In_the_Loop.txt,Toby's ending his call with Liza.
"Iron_Claw,_The.txt",It is all loving but competitive.
"Iron_Lady,_The.txt","in whispered conversation, like conspirators."
"Island,_The.txt",You asshole! You hooked the wrong one!
It's_a_Wonderful_Life.txt,"I'm going to miss old Annie. Pop, I"
It's_Complicated.txt,Is it? I guess so. She's got me
It.txt,Or blood in my sink?
"Italian_Job,_The.txt",Carpet cleaners? Gutter cleaners?
It_Happened_One_Night.txt,those things for granted.
I_Am_Number_Four.txt,John's eyes narrow as the sword sweeps towards him. This is
I_am_Sam.txt,"Star"".  You smell good.  You can tell a"
I_Love_You_Phillip_Morris.txt,machine... I'll try you again next time.
I_Spit_on_Your_Grave.txt,"Johnny snorts, condescendingly."
I_Still_Know_What_You_Did_Last_Summer.txt,Estes doesn't answer right away -- he keeps his back to Will.
"Jacket,_The.txt",true. You probably did help her
Jackie_Brown.txt,today. I'm in kind of a hurry. Would
Jacob's_Ladder.txt,"Suddenly FRANK begins howling. He lunges for his bayonet and, without"
Jane_Eyre.txt,She looks down at it.
Jason_X.txt,INT.  CORRIDOR
Jaws.txt,"close. Hear his breathing. He looks around, envisioning the"
Jaws_2.txt,"Oh, yeah. So why aren't they doing"
Jay_and_Silent_Bob_Strike_Back.txt,"That was the them, wasn't it?"
Jennifer's_Body.txt,look like total gaylords.
Jennifer_Eight.txt,Twenty-six minutes past two ..
Jerry_Maguire.txt,I understand your anxiety.
Jeux_Interdits.txt,"premier temps, elle tend le menton, puis elle se recule."
JFK.txt,Please answer the question.
Jimmy_and_Judy.txt,Some people come here too far gone.
John_Q.txt,He holds up a pen.
John_Wick.txt,out into the snow...
John_Wick__Chapter_4.txt,tolls and the full sun crests the horizon. He made it.
Jojo_Rabbit.txt,the opposite wall.
Joker.txt,"luck, I could have killed someone."
Judge_Dredd.txt,Judge Dredd. You should be on it. (X)
Juno.txt,"Hilarious. No, I just keep all of my"
Jurassic_Park.txt,Who the hell knows?
Jurassic_Park_III.txt,knows what else they were up to?
Jurassic_Park__The_Lost_World.txt,"DIETER stumbles along, exhausted.  He reaches the edge of a"
Kafka.txt,Kafka doesn't answer.  She turns fully to him.  The other
Kalifornia.txt,Look again!
Kids.txt,Now look at that. Amazing sexual exploration.
"Kids_Are_All_Right,_The.txt","front of them, picks up the remote and turns off the TV."
"Killer,_The.txt",THE KILLER (V.O.)
Killers_of_the_Flower_Moon.txt,Do you want dinner?
Killing_Zoe.txt,into some real creeps.  You know.
Kill_Your_Darlings.txt,"Lucien in a leather-backed chair. The DEAN (40's, sardonic)"
"King's_Speech,_The.txt",...this message spoken with the same depth
"Kingdom,_The.txt",People immediately flocking around the authority figure.
King_Kong.txt,"Palace, you understand? Ask for Kenny"
"King_of_Comedy,_The.txt",Aren't you glad to see me?
Klute.txt,"a loser, I just don't have it."
Knocked_Up.txt,"Hey, Doc Howard. Ben Stone calling."
Kramer_vs_Kramer.txt,like what we talked about. It's not
Kundun.txt,"monastery built against a terraced, green hillside of Amdo."
Kung_Fu_Panda.txt,comin' at him with the crazy feet.
L.A._Confidential.txt,Please hold the line... No such
Labor_of_Love.txt,triple A.  Even if you followed
Labyrinth.txt,that he is falling down a deep hole.
"Ladykillers,_The.txt",MRS. MUNSON
Lake_Placid.txt,There you go.
Land_of_the_Dead.txt,guards. Doors that are made of glass.
Larry_Crowne.txt,was a guest blogger on CyberShare.
"Last_Boy_Scout,_The.txt",Tell him it's not for sale.
Last_Chance_Harvey.txt,it's a good replacement for humans.
"Last_Flight,_The.txt",Francis pointedly sprinkles Frink one last time. They give each other a dark
"Last_of_the_Mohicans,_The.txt",LOUIS ANTOINE DE BOUGAINVILLE enters. He wears a functional melange of
"Last_Samurai,_The.txt",INT.               YORITOMO'S ROOM                           NIGHT
"Last_Station,_The.txt",all very upsetting to me.
Last_Tango_in_Paris.txt,had to bribe the concierge. These
Law_Abiding_Citizen.txt,she'll be okay.
La_La_Land.txt,50   INT. LIGHTHOUSE CAFE - NIGHT
Leaving_Las_Vegas.txt,One drink minimum per show.
Legally_Blonde.txt,I'll meet you outside.
Legend.txt,"inside, slamming it shut in the teeth of the attacking Pygmies."
Legion.txt,A beat as Jeep contemplates the sign.
"LEGO_Movie,_The.txt",day go. It never happened.
Leprechaun_2.txt,Cody holds Morty's head under a sink of ice-filled water.
Les_Miserables.txt,There's a pain goes on and on...
Les_Tontons_Flingueurs.txt,lui jeter un regard on ne peut moins aimable. Fernand se masse le
Leviathan.txt,the Acetylene tanks.  He lights the end of it and a long
Le_Diable_par_la_Queue.txt,"Welcome... Love... et Kopeck ! Alors, toi, Am�lie, tu"
Liar_Liar.txt,9:15. I've been able to lie
Life.txt,"Congratulations, Claude. We understand"
Life_As_A_House.txt,was headed.
"Life_of_David_Gale,_The.txt",INT. ZACK'S MOTEL SIX ROOM - DAY
Life_of_Pi.txt,forgotten. I had to go back to the
Light_Sleeper.txt,Don't you watch TV?
"Limey,_The.txt",see if she has any messages.  The phone RINGS.  She sits down
Limitless.txt,"I'm making conversation, Vern."
Lincoln.txt,Lincoln watches Clark until the fog's swallowed him up.
"Lincoln_Lawyer,_The.txt","INT. COURTROOM, LATER - LOUIS ANSWERS ON DIRECT..."
Little_Athens.txt,Jimmy climbs out of his Piece-of-Shit.
Little_Men.txt,"store, and all that stuff. Maybe we"
"Little_Mermaid,_The.txt","Ursula: (Now very large.) You pitiful, insignificant, fool!"
Little_Nicky.txt,"The good people of New York cheer.  We see John, Peter, Todd,"
Living_in_Oblivion.txt,the wire to her radio mike. She's wearing stockings rolled
"Lock,_Stock_and_Two_Smoking_Barrels.txt","living. His help, however, are less well-informed. Rory has Nick the"
Logan's_Run.txt,"dog. Coming up to an angle of wall, he stops, flicks the sound off,"
Logan.txt,mutey. Not really. I'm looking for
Lone_Star.txt,CELIE (O.S.)
"Long_Kiss_Goodnight,_The.txt",Timothy lights a cigarette. Studies Charly.
Looper.txt,CRASH! Seth knocks something over in the dark. Joe opens
Lord_of_Illusions.txt,Stranger like an origami puzzle.  He's gone.
"Lord_of_the_Rings__Fellowship_of_the_Ring,_The.txt",Underhill?     Hmmmm.
Lord_of_the_Rings__Return_of_the_King.txt,the ORC ARMY below ...
Lord_of_the_Rings__The_Two_Towers.txt,�-dhannathach. (It is already laid before
Lord_of_War.txt,Falklands.  Hets a fucking legend.  I've got to
"Losers,_The.txt",Henderson plods into his elevator. As the DOORS CLOSE on
Lost_Highway.txt,long metal awning.  MUSIC is playing LOUD.
Lost_Horizon.txt,in a trance. CAMERA PULLS BACK as he
Lost_in_Space.txt,"Just then Don approaches, a silver bundle under his arm."
Lost_in_Translation.txt,She shrugs.
Love_and_Basketball.txt,Sidra laughs.  They watch the madness out on the dance floor.
Machete.txt,KILLER 2 on the phone. He looks down at Bloody Young Machete.
Machine_Gun_Preacher.txt,"EXT. NIMULE, SUDAN - DUSK"
